Restaurant Name,Cuisine,,,Day,Time,Order Details,OrderDate,DeliveryDate,OrderAmount,,
Subway,European,,,Tue, 10:18 PM,"ORDER #1079537695 | Tue, Feb 7, 10:18 PM"," Feb 7, 10:18 PM","Tue, Feb 7, 10:51 PM",360,"Aloo Patty Sub (15 Cm / 6 Inch) x 1, Veggie Delite Salad x 1",MRC Nagar mylapore
Subway,European,,,Tue, 12:44 PM,"ORDER #1075531249 | Tue, Dec 27, 12:44 PM"," Dec 27, 12:44 PM","Tue, Dec 27, 1:16 PM",173,"6"" Paneer Tikka Sub x 1",Thiruvanmiyur adyar
Subway,European,,,Wed, 12:31 PM,"ORDER #1071810206 | Wed, Nov 16, 12:31 PM"," Nov 16, 12:31 PM","Wed, Nov 16, 12:58 PM",200,Veggie Delite Salad x 1,MRC Nagar mylapore
Subway,European,,,Mon, 1:24 PM,"ORDER #1071079498 | Mon, Nov 7, 1:24 PM"," Nov 7, 1:24 PM","Mon, Nov 7, 2:23 PM",160,Paneer Tikka Sub (15 Cm / 6 Inch) x 1,MRC Nagar mylapore
Subway,European,,,Thu, 12:38 PM,"ORDER #1068843814 | Thu, Oct 6, 12:38 PM"," Oct 6, 12:38 PM","Thu, Oct 6, 1:47 PM",160,Paneer Tikka Sub (15 Cm / 6 Inch) x 1,MRC Nagar mylapore
Subway,European,,,Mon, 12:02 PM,"ORDER #1063322125 | Mon, Jul 11, 12:02 PM"," Jul 11, 12:02 PM","Mon, Jul 11, 12:40 PM",170,Paneer Tikka Sub (15 Cm / 6 Inch) x 1,MRC Nagar mylapore
Subway,European,,,Mon, 12:13 PM,"ORDER #1062506942 | Mon, Jun 27, 12:13 PM"," Jun 27, 12:13 PM","Mon, Jun 27, 1:00 PM",320,"Corn & Peas Sub (15 cm / 6 inch) x 1, Paneer Tikka Sub (15 cm / 6 inch) x 1",MRC Nagar mylapore
Table 70,European,,,Tue, 10:12 AM,"ORDER #1138575902 | Tue, Feb 6, 10:12 AM"," Feb 6, 10:12 AM","Tue, Feb 6, 10:44 AM",330,"Aloo Patty Sub (15 cm / 6 inch) x 1, Corn & Peas Sub (15 cm / 6 inch) x 1",MRC Nagar mylapore
Table 70,European,,,Sun, 10:18 AM,"ORDER #1120140245 | Sun, Nov 26, 10:18 AM"," Nov 26, 10:18 AM","Sun, Nov 26, 10:50 AM",633,"French Toast Stuffed with Cream Cheese & Wild Blueberry x 1, Creamy Scrambled Eggs with Spinach x 1, Roasted Chilli Frittata x 1, Toast (2) x 1",Besant Nagar adyar
The Fruit Shop On Greams Road,Dessert,,,Thu, 10:59 AM,"ORDER #1081722748 | Thu, Mar 2, 10:59 AM"," Mar 2, 10:59 AM","Thu, Mar 2, 11:47 AM",211,"Roasted Chilli Frittata x 1, French Toast Stuffed with Cream Cheese & Wild Blueberry x 1, Boiled Egg x 2",Besant Nagar adyar
The Fruit Shop On Greams Road,Dessert,,,Thu, 12:31 PM,"ORDER #1070350593 | Thu, Oct 27, 12:31 PM"," Oct 27, 12:31 PM","Thu, Oct 27, 1:31 PM",268,"Pure Musk Melon Juice x 1, Fresh Pineapple Salsa Salad x 1, Fresh Fruit Salad x 1",Cathedral Road alwarpet
The Kati Roll Shop,Chaat,,,Wed, 10:24 PM,"ORDER #1160480153 | Wed, Apr 4, 10:24 PM"," Apr 4, 10:24 PM","Wed, Apr 4, 10:42 PM",205,Fresh Fruit Salad x 2,Besant Nagar adyar
The Mama shop,South Indian,,,Sun, 1:45 AM,"ORDER #1165241516 | Sun, Apr 15, 1:45 AM"," Apr 15, 1:45 AM","Sun, Apr 15, 1:58 AM",124,Paneer Roll x 1,Adyar adyar
The Mama shop,South Indian,,,Wed, 10:26 PM,"ORDER #1160481309 | Wed, Apr 4, 10:26 PM"," Apr 4, 10:26 PM","Wed, Apr 4, 10:55 PM",138,Curd Rice x 1,Shastri Nagar adyar
The Mama shop,South Indian,,,Tue, 11:25 PM,"ORDER #1160117461 | Tue, Apr 3, 11:25 PM"," Apr 3, 11:25 PM","Tue, Apr 3, 11:46 PM",132,Curd Rice x 1,Shastri Nagar adyar
The Mama shop,Chinese,,,Sat, 9:28 PM,"ORDER #1153023179 | Sat, Mar 17, 9:28 PM"," Mar 17, 9:28 PM","Sat, Mar 17, 9:50 PM",162,Curd Rice x 1,Shastri Nagar adyar
The Mama shop,South Indian,,,Mon, 2:08 PM,"ORDER #1148235873 | Mon, Mar 5, 2:08 PM"," Mar 5, 2:08 PM","Mon, Mar 5, 2:30 PM",516,"Veg Maggi Goreng x 2, Curd Rice x 1",Shastri Nagar adyar
The Mama shop,Chinese,,,Thu, 10:12 PM,"ORDER #1144301382 | Thu, Feb 22, 10:12 PM"," Feb 22, 10:12 PM","Thu, Feb 22, 10:32 PM",132,Curd Rice x 1,Shastri Nagar adyar
The Mama shop,South Indian,,,Mon, 10:58 PM,"ORDER #1143382346 | Mon, Feb 19, 10:58 PM"," Feb 19, 10:58 PM","Mon, Feb 19, 11:13 PM",319,"Curd Rice x 1, Veg Maggi Goreng x 1",Shastri Nagar adyar
The Mama shop,Chinese,,,Sat, 11:06 PM,"ORDER #1142646483 | Sat, Feb 17, 11:06 PM"," Feb 17, 11:06 PM","Sat, Feb 17, 11:25 PM",132,Curd Rice x 1,Shastri Nagar adyar
The Mama shop,Chinese,,,Thu, 11:23 PM,"ORDER #1141874663 | Thu, Feb 15, 11:23 PM"," Feb 15, 11:23 PM","Thu, Feb 15, 11:45 PM",668,"Veg Maggi Goreng x 2, Curd Rice x 2",Shastri Nagar adyar
The Mama shop,Chinese,,,Fri, 12:47 AM,"ORDER #1137147910 | Fri, Feb 2, 12:47 AM"," Feb 2, 12:47 AM","Fri, Feb 2, 1:09 AM",690,"Veg Maggi Goreng x 2, Curd Rice x 1, Rose Milk x 2",Shastri Nagar adyar
The Red Box,Chinese,,,Sun, 3:08 PM,"ORDER #1129695892 | Sun, Jan 7, 3:08 PM"," Jan 7, 3:08 PM","Sun, Jan 7, 3:31 PM",354,Veg Maggi Goreng x 2,Shastri Nagar adyar
Tibbs Frankie,Chaat,,,Sat, 3:57 PM,"ORDER #1119945980 | Sat, Nov 25, 3:57 PM"," Nov 25, 3:57 PM","Sat, Nov 25, 4:25 PM",396,"Veg Lung Fung Soup x 1, Crispy Chilli Baby corn x 1, Veg Schezwan Fried Rice & Chilli Cauliflower x 1",Above oven fresh velachery
Tibbs Frankie,Chaat,,,Mon, 2:02 PM,"ORDER #1112460730 | Mon, Oct 16, 2:02 PM"," Oct 16, 2:02 PM","Mon, Oct 16, 2:40 PM",0,Tawa Paneer Frankie x 2,Besant Nagar adyar
Vaishno Thali,North Indian,,,Mon, 2:54 PM,"ORDER #1159529332 | Mon, Apr 2, 2:54 PM"," Apr 2, 2:54 PM","Mon, Apr 2, 3:23 PM",164,Tawa Paneer Frankie x 2,Besant Nagar adyar
Vaishno Thali,North Indian,,,Tue, 2:05 PM,"ORDER #1156842179 | Tue, Mar 27, 2:05 PM"," Mar 27, 2:05 PM","Tue, Mar 27, 2:31 PM",293,"Roti (1 Pc) x 2, Butter Roti (1 Pc) x 2, Chole Palak(300 Gm) x 1, Rajma(300 Gm) x 1, Baingan ka Bharta (300 Gm) x 1, Jeera Rice x 1",Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Wed, 1:15 PM,"ORDER #1136629127 | Wed, Jan 31, 1:15 PM"," Jan 31, 1:15 PM","Wed, Jan 31, 1:42 PM",237,"Roti (1 Pc) x 3, Phulka (1 Pc) x 1, Rajma(300 Gm) x 1, Baingan ka Bharta (300 Gm) x 1, Jeera Rice x 1",Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Tue, 12:37 PM,"ORDER #1136344429 | Tue, Jan 30, 12:37 PM"," Jan 30, 12:37 PM","Tue, Jan 30, 12:59 PM",200,"Roti (1 Pc) x 4, Bhindi Masala (200 Gm) x 1, Palak Paneer(300 Gm) x 1, Curd x 1",Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Thu, 9:03 PM,"ORDER #1132788377 | Thu, Jan 18, 9:03 PM"," Jan 18, 9:03 PM","Thu, Jan 18, 9:45 PM",190,"Roti (1 Pc) x 4, Rajma(300 Gm) x 1, Bhindi Masala (200 Gm) x 1, Curd x 1",Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Mon, 10:01 PM,"ORDER #1103554014 | Mon, Aug 21, 10:01 PM"," Aug 21, 10:01 PM","Mon, Aug 21, 10:51 PM",227,"Methi Paratha (1 Pc) x 2, Jeera Rice x 1, Tadka Dal (400 ml) x 1, Jeera Aloo (300 Gm) x 1, Gulab Jamun (1 Pc) x 1",Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Sat, 3:22 PM,"ORDER #1098050853 | Sat, Jul 15, 3:22 PM"," Jul 15, 3:22 PM","Sat, Jul 15, 3:39 PM",370,"Punjabi Chole Masala (350 Gm) x 2, Paneer Bhurji x 1, Soybean Aloo (250 Gms) x 1, Phulka (1 Pc) x 3, Mint Paratha (1 Pc) x 2",Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Wed, 9:43 PM,"ORDER #1096751873 | Wed, Jul 5, 9:43 PM"," Jul 5, 9:43 PM","Wed, Jul 5, 10:03 PM",99,Mattar Paneer (350 Gm) x 1,Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Fri, 8:48 PM,"ORDER #1093207434 | Fri, Jun 9, 8:48 PM"," Jun 9, 8:48 PM","Fri, Jun 9, 9:15 PM",129,Paneer Bhurji x 1,Thiruvanmiyur ECR-kottivakkam
Vaishno Thali,North Indian,,,Can, 9:04 PM,"ORDER #1090970753 | Mon, May 22, 9:04 PM"," May 22, 9:04 PM","Cancelled on Mon, May 22, 10:01 PM",103,"Tadka Dal (400 ml) x 1, Roti (1 Pc) x 3",Thiruvanmiyur ECR-kottivakkam
Vasantha Bhavan,South Indian,,,Thu, 10:20 PM,"ORDER #1154900661 | Thu, Mar 22, 10:20 PM"," Mar 22, 10:20 PM","Thu, Mar 22, 10:46 PM",103,"Tadka Dal (400 ml) x 1, Roti (1 Pc) x 3",Thiruvanmiyur ECR-kottivakkam
Vasantha Bhavan,South Indian,,,Sun, 10:07 PM,"ORDER #1153542215 | Sun, Mar 18, 10:07 PM"," Mar 18, 10:07 PM","Sun, Mar 18, 10:32 PM",304,"Steamed Rice x 1, Chilli Paratha x 1",LB Road adyar
Vishranthi,South Indian,,,Mon, 11:28 AM,"ORDER #1159442837 | Mon, Apr 2, 11:28 AM"," Apr 2, 11:28 AM","Mon, Apr 2, 11:47 AM",320,"Banana Juice x 1, Steamed Rice x 1, Rasam Idli x 1",LB Road adyar
Vishranthi,South Indian,,,Sun, 10:52 AM,"ORDER #1158927162 | Sun, Apr 1, 10:52 AM"," Apr 1, 10:52 AM","Sun, Apr 1, 11:09 AM",62,Curd Vadai (Per Pc) x 1,Besant Nagar adyar
Vishranthi,South Indian,,,Sun, 10:52 AM,"ORDER #1155894475 | Sun, Mar 25, 10:52 AM"," Mar 25, 10:52 AM","Sun, Mar 25, 11:26 AM",52,Curd Vadai (Per Pc) x 1,Besant Nagar adyar
Vishranthi,South Indian,,,Sat, 4:25 PM,"ORDER #1147463090 | Sat, Mar 3, 4:25 PM"," Mar 3, 4:25 PM","Sat, Mar 3, 4:45 PM",83,"Curd Vadai (Per Pc) x 1, Idli (2 Pcs) x 1",Besant Nagar adyar
Vishranthi,South Indian,,,Sat, 10:48 AM,"ORDER #1121347337 | Sat, Dec 2, 10:48 AM"," Dec 2, 10:48 AM","Sat, Dec 2, 11:08 AM",110,"Curd Vadai (Per Pc) x 1, Ghee Rava Masala Dosa x 1",Besant Nagar adyar
Wangs Kitchen,Chinese,,,Wed, 9:29 PM,"ORDER #1081703401 | Wed, Mar 1, 9:29 PM"," Mar 1, 9:29 PM","Wed, Mar 1, 10:00 PM",167,"Onion Uttapam x 1, Curd Vadai (Per Pc) x 2",Besant Nagar adyar
Wangs Kitchen,Chinese,,,Tue, 12:04 PM,"ORDER #1069210594 | Tue, Oct 11, 12:04 PM"," Oct 11, 12:04 PM","Tue, Oct 11, 12:39 PM",256,Veg Sweet Corn Soup x 2,Palavakkam ECR-kottivakkam
Wangs Kitchen,Chinese,,,Mon, 12:14 PM,"ORDER #1062506994 | Mon, Jun 27, 12:14 PM"," Jun 27, 12:14 PM","Mon, Jun 27, 12:57 PM",217,Quick Classic Combo (Veg Spring Rolls (2 Pcs) & Veg Szechwan Noodles Kung Pao Vegetables) x 1,MRC Nagar mylapore
Zaitoon,North Indian,,,Fri, 11:07 PM,"ORDER #1164633417 | Fri, Apr 13, 11:07 PM"," Apr 13, 11:07 PM","Fri, Apr 13, 11:35 PM",193,Veg Chilli Garlic (2 nos) x 1,MRC Nagar mylapore
Zeeshan Restaurant,North Indian,,,Mon, 1:17 PM,"ORDER #1145669168 | Mon, Feb 26, 1:17 PM"," Feb 26, 1:17 PM","Mon, Feb 26, 1:41 PM",664,"Chana Masala x 1, Paneer Kadai Masala x 1, Pudina Naan x 1, Garlic Naan x 1, Masala Kulcha x 1, Veg Pulao x 1, Watermelon Juice x 1",Adyar adyar
Zeeshan Restaurant,North Indian,,,Wed, 12:55 PM,"ORDER #1086919431 | Wed, Apr 19, 12:55 PM"," Apr 19, 12:55 PM","Wed, Apr 19, 1:23 PM",294,"Mixed Raita x 1, Paneer Majestic x 1",Perungudi main road omr-perungudi
,,,,,,,,,357,"Veg Biryani x 1, Nizami Handi x 1",Perungudi main road omr-perungudi
